game_id	attendance	team1	team2	goals	tie	pk	stage	round	year	date	time	stadium	home	lat	long	referee	booked	url
466	61381	Brazil	Argentina	0-1	FALSE	FALSE	1/8 FINAL	FALSE	1990	24-06-1990 (17:00 h)	17:00	Stadio delle Alpi (Torino)	Italy	45.09261	7.652192	Jo??l Quiniou (FRA)	"Ricardo Rocha (40'), Mauro Galv?￡o (50'), Ricardo Gomes (RC 85') / Monz?3n (27'), Giusti (28'), Goycochea (87')"	1990_ITALY_FS.htm
467	74559	FRG	Netherlands	2月1日	FALSE	FALSE	1/8 FINAL	FALSE	1990	24-06-1990 (21:00 h)	21:00	Giuseppe Meazza (Milano)	Italy	45.478124	9.123962	Juan Carlos Loustau (ARG)	"V??ller (21'), V??ller (22' > RC), Matth?¤us (77') / Rijkaard (21'), Rijkaard (22' > RC), Wouters (32'), Van Basten (72')"	1990_ITALY_FS.htm
468	31818	Ireland	Romania	-	FALSE	0-1 (Hagi); 1-1 (Sheedy) / 1-2 (Lupu); 2-2 (Houghton) / 2-3 (Rotariu); 3-3 (Townsend) / 3-4 (Lupescu); 4-4 (Cascarino) / 4-4 (Timofte [saved]); 5-4 (Oa??Leary)	1/8 FINAL	FALSE	1990	25-06-1990 (17:00 h)	17:00	Luigi Ferraris (Genova)	Italy	44.416409	8.952495	Jos?? Roberto Wright (BRA)	"Aldridge (17'), McGrath (108') / Hagi (111'), Lupu (114')"	1990_ITALY_FS.htm
469	73303	Italy	Uruguay	2-0	FALSE	FALSE	1/8 FINAL	FALSE	1990	25-06-1990 (21:00 h)	21:00	Stadio Olimpico (Roma)	Italy	41.934068	12.454709	George Courtney (ENG)	"Berti (36') / Pintos Saldanha (14'), ??lvez (26'), Perdomo (35'), Guti??rrez (65')"	1990_ITALY_FS.htm
470	34822	Spain	Yugoslavia	1月2日	FALSE	FALSE	1/8 FINAL	FALSE	1990	26-06-1990 (17:00 h)	17:00	Marc'Antonio Bentegodi (Verona)	Italy	45.435302	10.968626	Aron Schmidhuber (FRG)	"Roberto (92'), Chendo (110') / Katanec (7'), Vujovi?? (60'), Vuli?? (97')"	1990_ITALY_FS.htm
471	34520	England	Belgium	1-0	FALSE	FALSE	1/8 FINAL	FALSE	1990	26-06-1990 (21:00 h)	21:00	Renato dall'Ara (Bologna)	Italy	44.492279	11.309973	Peter Mikkelsen (DEN)	Gascoigne (85')	1990_ITALY_FS.htm
472	38971	Yugoslavia	Argentina	-	FALSE	0-1 (Serrizuela); 0-1 (Stojkovi?? [out]) / 0-2 (Burruchaga); 1-2 (Prosine??ki) / 1-2 (Maradona [saved]); 2-2 (Savi??evi??) / 2-2 (Troglio [out]); 2-2 (Brnovi?? [saved]) / 2-3 (Dezotti); 2-3 (Had??ibegi?? [saved])	1/4 FINAL	FALSE	1990	30-06-1990 (17:00 h)	17:00	Stadio Comunale (Firenze)	Italy	43.780668	11.282653	Kurt R??thlisberger (SWI)	"??abanad??ovi?? (23'), ??abanad??ovi?? (31' > RC) / Serrizuela (21'), Olarticoechea (41'), Burruchaga (54'), Troglio (61'), Sim?3n (111')"	1990_ITALY_FS.htm
473	73303	Italy	Ireland	1-0	FALSE	FALSE	1/4 FINAL	FALSE	1990	30-06-1990 (21:00 h)	21:00	Stadio Olimpico (Roma)	Italy	41.934068	12.454709	Carlos Alberto da Silva Valente (POR)	De Agostini (36') / Moran (43')	1990_ITALY_FS.htm
474	73347	FRG	Czechoslovakia	1-0	FALSE	FALSE	1/4 FINAL	FALSE	1990	1-07-1990 (17:00 h)	17:00	Giuseppe Meazza (Milano)	Italy	45.478124	9.123962	Helmut Kohl (AUT)	"Klinsmann (28') / Morav???-k (11'), B?-lek (14'), Straka (38'), Morav???-k (70' > RC), Knofl?-??ek (88')"	1990_ITALY_FS.htm
475	55205	England	Cameroon	3月2日	FALSE	FALSE	1/4 FINAL	FALSE	1990	1-07-1990 (21:00 h)	21:00	San Paolo (Napoli)	Italy	40.7118928	14.5432238	Edgardo Codesal (MEX)	"Pearce (70') / Massing (28'), N'Kono (104'), Milla (118')"	1990_ITALY_FS.htm
476	59978	Italy	Argentina	1月1日	FALSE	1-0 (Baresi); 1-1 (Serrizuela) / 2-1 (Baggio); 2-2 (Burruchaga) / 3-2 (De Agostini); 3-3 (Olarticoechea) / 3-3 (Donadoni [saved]); 3-4 (Maradona) / 3-4 (Serena [saved])	1/2 FINAL	FALSE	1990	3-07-1990 (20:00 h)	20:00	San Paolo (Napoli)	Italy	40.7118928	14.5432238	Michel Vautrot (FRA)	"Giannini (22') / Giusti (30'), Ruggeri (71'), Olarticoechea (76'), Caniggia (82'), Giusti (105+' > RC), Batista (118')"	1990_ITALY_FS.htm
477	62628	FRG	England	1月1日	FALSE	0-1 (Lineker); 1-1 (Brehme) / 1-2 (Beardsley); 2-2 (Matth?¤us) / 2-3 (Platt); 3-3 (Riedle) / 3-3 (Pearce [saved]); 4-3 (Thon) / 4-3 (Waddle [out])	1/2 FINAL	FALSE	1990	4-07-1990 (20:00 h)	20:00	Stadio delle Alpi (Torino)	Italy	45.09261	7.652192	Jos?? Roberto Wright (BRA)	"Brehme (109') / Parker (66'), Gascoigne (99')"	1990_ITALY_FS.htm
478	51426	Italy	England	2月1日	FALSE	FALSE	PLACES 3-4	FALSE	1990	7-07-1990 (20:00 h)	20:00	San Nicola (Bari)	Italy	41.130314	16.870138	Jo??l Quiniou (FRA)	-	1990_ITALY_FS.htm
479	73603	FRG	Argentina	1-0	FALSE	FALSE	FINAL ROUND	FALSE	1990	8-07-1990 (20:00 h)	20:00	Stadio Olimpico (Roma)	Italy	41.934068	12.454709	Edgardo Codesal (MEX)	"V??ller (52a??) / Dezotti (5a??), Monz?3n (RC 65a??), Troglio (84a??), Dezotti (RC 87a??), Maradona (87a??)"	1990_ITALY_FS.htm
480	67579	FRG	Poland	-	FALSE	FALSE	GROUP STAGE	first	1978	1-06-1978 (15:00 h)	15:00	Estadio Monumental (Buenos Aires)	Argentina	-34.545306	-58.449775	??ngel Norberto Coerezza (ARG)		1978_ARGENTINA_FS.htm
481	42653	Italy	France	2月1日	FALSE	FALSE	GROUP STAGE	first	1978	2-06-1978 (13:45 h)	13:45	Jos?? Mar?-a Minella (Mar del Plata)	Argentina	-38.018035	-57.582294	Nicolae Rainea (ROM)		1978_ARGENTINA_FS.htm
482	17396	Tunisia	Mexico	3月1日	FALSE	FALSE	GROUP STAGE	first	1978	2-06-1978 (16:45 h)	16:45	El Gigante de Arroyito (Rosario)	Argentina	-32.914102	-60.674602	John Gordon (SCO)		1978_ARGENTINA_FS.htm
483	71615	Argentina	Hungary	2月1日	FALSE	FALSE	GROUP STAGE	first	1978	2-06-1978 (19:15 h)	19:15	Estadio Monumental (Buenos Aires)	Argentina	-34.545306	-58.449775	Ant?3nio Jos?? da Silva Garrido (POR)		1978_ARGENTINA_FS.htm
484	40841	Austria	Spain	2月1日	FALSE	FALSE	GROUP STAGE	first	1978	3-06-1978 (13:45 h)	13:45	Jos?? Amalfitani (Buenos Aires)	Argentina	-34.634555	-58.514036	K??roly Palotai (HUN)		1978_ARGENTINA_FS.htm
485	38618	Sweden	Brazil	1月1日	FALSE	FALSE	GROUP STAGE	first	1978	3-06-1978 (13:45 h)	13:45	Jos?? Mar?-a Minella (Mar del Plata)	Argentina	-38.018035	-57.582294	Clive Thomas (WAL)		1978_ARGENTINA_FS.htm
486	37927	Peru	Scotland	3月1日	FALSE	FALSE	GROUP STAGE	first	1978	3-06-1978 (16:45 h)	16:45	Estadio Ol?-mpico a??Chateau Carrerasa?? (C?3rdoba)	Argentina	-31.368864	-64.246113	Ulf Eriksson (SWE)		1978_ARGENTINA_FS.htm
487	33431	Netherlands	Iran	3-0	FALSE	FALSE	GROUP STAGE	first	1978	3-06-1978 (16:45 h)	16:45	Malvinas Argentinas (Mendoza)	Argentina	-32.88497	-68.8018549	Alfonso Gonz??lez Archundia (MEX)		1978_ARGENTINA_FS.htm
488	26533	Italy	Hungary	3月1日	FALSE	FALSE	GROUP STAGE	first	1978	6-06-1978 (13:45 h)	13:45	Jos?? Mar?-a Minella (Mar del Plata)	Argentina	-38.018035	-57.582294	Ram?3n Barreto (URU)		1978_ARGENTINA_FS.htm
489	35258	FRG	Mexico	6-0	FALSE	FALSE	GROUP STAGE	first	1978	6-06-1978 (16:45 h)	16:45	Estadio Ol?-mpico a??Chateau Carrerasa?? (C?3rdoba)	Argentina	-31.368864	-64.246113	Farouk Bouzo (SYR)		1978_ARGENTINA_FS.htm
490	9624	Poland	Tunisia	1-0	FALSE	FALSE	GROUP STAGE	first	1978	6-06-1978 (16:45 h)	16:45	El Gigante de Arroyito (Rosario)	Argentina	-32.914102	-60.674602	??ngel Franco Mart?-nez (SPA)		1978_ARGENTINA_FS.htm
491	71666	Argentina	France	2月1日	FALSE	FALSE	GROUP STAGE	first	1978	6-06-1978 (19:15 h)	19:15	Estadio Monumental (Buenos Aires)	Argentina	-34.545306	-58.449775	Jean Dubach (SWI)		1978_ARGENTINA_FS.htm
492	41424	Austria	Sweden	1-0	FALSE	FALSE	GROUP STAGE	first	1978	7-06-1978 (13:45 h)	13:45	Jos?? Amalfitani (Buenos Aires)	Argentina	-34.634555	-58.514036	Charles Corver (NED)		1978_ARGENTINA_FS.htm
493	34771	Brazil	Spain	-	FALSE	FALSE	GROUP STAGE	first	1978	7-06-1978 (13:45 h)	13:45	Jos?? Mar?-a Minella (Mar del Plata)	Argentina	-38.018035	-57.582294	Sergio Gonella (ITA)		1978_ARGENTINA_FS.htm
494	7938	Scotland	Iran	1月1日	FALSE	FALSE	GROUP STAGE	first	1978	7-06-1978 (16:45 h)	16:45	Estadio Ol?-mpico a??Chateau Carrerasa?? (C?3rdoba)	Argentina	-31.368864	-64.246113	Youssou Na??Diaye (SEN)		1978_ARGENTINA_FS.htm
495	28125	Netherlands	Peru	-	FALSE	FALSE	GROUP STAGE	first	1978	7-06-1978 (16:45 h)	16:45	Malvinas Argentinas (Mendoza)	Argentina	-32.88497	-68.8018549	Adolf Prokop (GDR)		1978_ARGENTINA_FS.htm
496	23127	France	Hungary	3月1日	FALSE	FALSE	GROUP STAGE	first	1978	10-06-1978 (13:45 h)	13:45	Jos?? Mar?-a Minella (Mar del Plata)	Argentina	-38.018035	-57.582294	Arnaldo C??sar Coelho (BRA)		1978_ARGENTINA_FS.htm
497	30667	FRG	Tunisia	-	FALSE	FALSE	GROUP STAGE	first	1978	10-06-1978 (16:45 h)	16:45	Estadio Ol?-mpico a??Chateau Carrerasa?? (C?3rdoba)	Argentina	-31.368864	-64.246113	C??sar Augusto Orosco (PER)		1978_ARGENTINA_FS.htm
498	22651	Poland	Mexico	3月1日	FALSE	FALSE	GROUP STAGE	first	1978	10-06-1978 (16:45 h)	16:45	El Gigante de Arroyito (Rosario)	Argentina	-32.914102	-60.674602	Jaffar Namdar (IRN)		1978_ARGENTINA_FS.htm
499	71772	Italy	Argentina	1-0	FALSE	FALSE	GROUP STAGE	first	1978	10-06-1978 (19:15 h)	19:15	Estadio Monumental (Buenos Aires)	Argentina	-34.545306	-58.449775	Abraham Klein (ISR)		1978_ARGENTINA_FS.htm
500	42132	Spain	Sweden	1-0	FALSE	FALSE	GROUP STAGE	first	1978	11-06-1978 (13:45 h)	13:45	Jos?? Amalfitani (Buenos Aires)	Argentina	-34.634555	-58.514036	Ferdinand Biwersi (FRG)		1978_ARGENTINA_FS.htm
501	35221	Brazil	Austria	1-0	FALSE	FALSE	GROUP STAGE	first	1978	11-06-1978 (13:45 h)	13:45	Jos?? Mar?-a Minella (Mar del Plata)	Argentina	-38.018035	-57.582294	Robert Wurtz (FRA)		1978_ARGENTINA_FS.htm
502	21262	Peru	Iran	4月1日	FALSE	FALSE	GROUP STAGE	first	1978	11-06-1978 (16:45 h)	16:45	Estadio Ol?-mpico a??Chateau Carrerasa?? (C?3rdoba)	Argentina	-31.368864	-64.246113	Alojzy Jarguz (POL)		1978_ARGENTINA_FS.htm
503	35130	Scotland	Netherlands	3月2日	FALSE	FALSE	GROUP STAGE	first	1978	11-06-1978 (16:45 h)	16:45	Malvinas Argentinas (Mendoza)	Argentina	-32.88497	-68.8018549	Erich Linemayr (AUT)		1978_ARGENTINA_FS.htm
504	25050	Netherlands	Austria	5月1日	FALSE	FALSE	GROUP STAGE	second	1978	14-06-1978 (13:45 h)	13:45	Estadio Ol?-mpico a??Chateau Carrerasa?? (C?3rdoba)	Argentina	-31.368864	-64.246113	John Gordon (SCO)		1978_ARGENTINA_FS.htm
505	67547	FRG	Italy	-	FALSE	FALSE	GROUP STAGE	second	1978	14-06-1978 (13:45 h)	13:45	Estadio Monumental (Buenos Aires)	Argentina	-34.545306	-58.449775	Du??an Maksimovi?? (YUG)		1978_ARGENTINA_FS.htm
506	31278	Brazil	Peru	3-0	FALSE	FALSE	GROUP STAGE	second	1978	14-06-1978 (16:45 h)	16:45	Malvinas Argentinas (Mendoza)	Argentina	-32.88497	-68.8018549	Nicolae Rainea (ROM)		1978_ARGENTINA_FS.htm
507	37091	Argentina	Poland	2-0	FALSE	FALSE	GROUP STAGE	second	1978	14-06-1978 (19:15 h)	19:15	El Gigante de Arroyito (Rosario)	Argentina	-32.914102	-60.674602	Ulf Eriksson (SWE)		1978_ARGENTINA_FS.htm
508	35288	Poland	Peru	1-0	FALSE	FALSE	GROUP STAGE	second	1978	18-06-1978 (13:45 h)	13:45	Malvinas Argentinas (Mendoza)	Argentina	-32.88497	-68.8018549	Patrick Partridge (ENG)		1978_ARGENTINA_FS.htm
509	40750	FRG	Netherlands	2月2日	FALSE	FALSE	GROUP STAGE	second	1978	18-06-1978 (16:45 h)	16:45	Estadio Ol?-mpico a??Chateau Carrerasa?? (C?3rdoba)	Argentina	-31.368864	-64.246113	Ram?3n Barreto (URU)		1978_ARGENTINA_FS.htm
510	66695	Italy	Austria	1-0	FALSE	FALSE	GROUP STAGE	second	1978	18-06-1978 (16:45 h)	16:45	Estadio Monumental (Buenos Aires)	Argentina	-34.545306	-58.449775	Francis Rion (BEL)		1978_ARGENTINA_FS.htm
511	37326	Argentina	Brazil	-	FALSE	FALSE	GROUP STAGE	second	1978	18-06-1978 (19:45 h)	19:45	El Gigante de Arroyito (Rosario)	Argentina	-32.914102	-60.674602	K??roly Palotai (HUN)		1978_ARGENTINA_FS.htm
512	38318	Austria	FRG	3月2日	FALSE	FALSE	GROUP STAGE	second	1978	21-06-1978 (13:45 h)	13:45	Estadio Ol?-mpico a??Chateau Carrerasa?? (C?3rdoba)	Argentina	-31.368864	-64.246113	Abraham Klein (ISR)		1978_ARGENTINA_FS.htm
513	67433	Netherlands	Italy	2月1日	FALSE	FALSE	GROUP STAGE	second	1978	21-06-1978 (13:45 h)	13:45	Estadio Monumental (Buenos Aires)	Argentina	-34.545306	-58.449775	??ngel Franco Mart?-nez (SPA)		1978_ARGENTINA_FS.htm
514	39586	Brazil	Poland	3月1日	FALSE	FALSE	GROUP STAGE	second	1978	21-06-1978 (16:45 h)	16:45	Malvinas Argentinas (Mendoza)	Argentina	-32.88497	-68.8018549	Juan Silvagno (CHI)		1978_ARGENTINA_FS.htm
515	37326	Argentina	Peru	6-0	FALSE	FALSE	GROUP STAGE	second	1978	21-06-1978 (19:15 h)	19:15	El Gigante de Arroyito (Rosario)	Argentina	-32.914102	-60.674602	Robert Wurtz (FRA)		1978_ARGENTINA_FS.htm
516	69659	Brazil	Italy	2月1日	FALSE	FALSE	PLACES 3-4	FALSE	1978	24-06-1978 (15:00 h)	15:00	Estadio Monumental (Buenos Aires)	Argentina	-34.545306	-58.449775	Abraham Klein (ISR)	"Nelinho (35a??), Batista (44a??) / Gentile (72a??)"	1978_ARGENTINA_FS.htm
517	71483	Argentina	Netherlands	3月1日	FALSE	FALSE	FINAL ROUND	FALSE	1978	25-06-1978 (15:00 h)	15:00	Estadio Monumental (Buenos Aires)	Argentina	-34.545306	-58.449775	Sergio Gonella (ITA)	"Ardiles (40a??) / Krol (15a??), Suurbier (94a??), Poortvliet (96a??)"	1978_ARGENTINA_FS.htm
518	64950	Germany	Costa Rica	4月2日	FALSE	FALSE	GROUP STAGE	FALSE	2006	9-06-2006 (18:00 h)	18:00	Allianz Arena (M??nchen)	Germany	48.2188	11.624707	Horacio Marcelo Elizondo (ARG)	Fonseca (30a??)	2006_GERMANY_FS.htm
519	52000	Poland	Ecuador	0-2	FALSE	FALSE	GROUP STAGE	FALSE	2006	9-06-2006 (21:00 h)	21:00	Arena AufSchalke (Gelsenkirchen)	Germany	51.555243	7.066457	Toru Kamikawa (JAP)	"Smolarek (37a??) / Hurtado (31a??), M??ndez (70a??)"	2006_GERMANY_FS.htm
520	48000	England	Paraguay	1-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	10-06-2006 (15:00 h)	15:00	Waldstadion (Frankfurt am Main)	Germany	50.069555	8.646306	Marco Antonio Rodr?-guez (MEX)	"Gerrard (19a??), Crouch (63a??) / Valdez (22a??)"	2006_GERMANY_FS.htm
521	62959	Trinidad and Tobago	Sweden	-	FALSE	FALSE	GROUP STAGE	FALSE	2006	10-06-2006 (18:00 h)	18:00	Signal Iduna Park (Dortmund)	Germany	51.492502	7.451031	Shamsul Maidin (SIN)	"Larsson (90a??) / A. John (15a??), A. John (46a?? > RC), Yorke (74a??)"	2006_GERMANY_FS.htm
522	49480	Argentina	Ivory Coast	2月1日	FALSE	FALSE	GROUP STAGE	FALSE	2006	10-06-2006 (21:00 h)	21:00	AOL Arena (Hamburg)	Germany	53.587128	9.8986	Frank de Bleeckere (BEL)	"Saviola (41a??), Heinze (48a??), Lucho Gonz??lez (81a??) / Ebou?? (62a??), Drogba (90+a??)"	2006_GERMANY_FS.htm
523	37216	Serbia-Montenegro	Netherlands	0-1	FALSE	FALSE	GROUP STAGE	FALSE	2006	11-06-2006 (15:00 h)	15:00	Zentralstadion (Leipzig)	Germany	51.3396955	12.3730747	Markus Merk (GER)	"Stankovi?? (34a??), Koroman (64a??), Dragutinovi?? (81a??), Gavran??i?? (90a??) / Van Bronckhorst (56a??), Heitinga (85a??)"	2006_GERMANY_FS.htm
524	41000	Mexico	Iran	3月1日	FALSE	FALSE	GROUP STAGE	FALSE	2006	11-06-2006 (18:00 h)	18:00	Frankenstadion (N??rnberg)	Germany	49.416024	11.123408	Roberto Rosetti (ITA)	"Torrado (18a??), Salcido (90+a??) / Nekounam (55a??)"	2006_GERMANY_FS.htm
525	45000	Angola	Portugal	0-1	FALSE	FALSE	GROUP STAGE	FALSE	2006	11-06-2006 (21:00 h)	21:00	RheinEnergieStadion (K??ln)	Germany	50.933525	6.87443	Jorge Luis Larrionda (URU)	"Jamba (28a??), Loc?3 (45+a??), Andr?? (52a??) / Cristiano Ronaldo (26a??), Nuno Valente (79a??)"	2006_GERMANY_FS.htm
526	46000	Australia	Japan	3月1日	FALSE	FALSE	GROUP STAGE	FALSE	2006	12-06-2006 (15:00 h)	15:00	Fritz-Walter-Stadion (Kaiserslautern)	Germany	49.434171	7.776807	Essam Abdel-Fattah (EGY)	"Grella (33a??), Moore (58a??), Cahill (69a??), Aloisi (78a??) / Miyamoto (31a??), Takahara (40a??), Moniwa (68a??)"	2006_GERMANY_FS.htm
527	52000	USA	Czech Republic	0-3	FALSE	FALSE	GROUP STAGE	FALSE	2006	12-06-2006 (18:00 h)	18:00	Arena AufSchalke (Gelsenkirchen)	Germany	51.555243	7.066457	Carlos Arecio Amarilla (PAR)	"Onyewu (5a??), Reyna (60a??) / Rozehnal (16a??), Lokvenc (59a??), Rosick?? (81a??), Grygera (88a??)"	2006_GERMANY_FS.htm
528	43000	Italy	Ghana	2-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	12-06-2006 (21:00 h)	21:00	AWD-Arena (Hannover)	Germany	52.361572	9.71687	Carlos Eug?anio Simon (BRA)	"De Rossi (10a??), Camoranesi (62a??), Iaquinta (88a??) / Muntari (41a??), Gyan (65a??)"	2006_GERMANY_FS.htm
529	48000	South Korea	Togo	2月1日	FALSE	FALSE	GROUP STAGE	FALSE	2006	13-06-2006 (15:00 h)	15:00	Waldstadion (Frankfurt am Main)	Germany	50.069555	8.646306	Graham Poll (ENG)	"Kim Young-chul (41a??), Lee Chun-soo (51a??) / Abalo (23a??), Romao (24a??), Abalo (53a?? > RC), Tchangai (90+a??)"	2006_GERMANY_FS.htm
530	52000	France	Switzerland	-	FALSE	FALSE	GROUP STAGE	FALSE	2006	13-06-2006 (18:00 h)	18:00	Gottlieb-Daimler-Stadion (Stuttgart)	Germany	48.791715	9.231515	Valentin Ivanov (RUS)	"Abidal (64a??), Zidane (72a??), Sagnol (90+a??) / Magnin (42a??), Streller (45a??), P. Degen (56a??), Cabanas (72a??), Frei (90+a??)"	2006_GERMANY_FS.htm
531	72000	Brazil	Croatia	1-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	13-06-2006 (21:00 h)	21:00	Olympiastadion (Berlin)	Germany	52.514697	13.239499	Benito Armando Archundia (MEX)	"??merson (42a??) / N. Kova?? (32a??), R. Kova?? (67a??), Tudor (90a??)"	2006_GERMANY_FS.htm
532	43000	Spain	Ukraine	4-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	14-06-2006 (15:00 h)	15:00	Zentralstadion (Leipzig)	Germany	51.3396955	12.3730747	Massimo Busacca (SWI)	"Rusol (17a??), Vashchuk (RC 47a??), Ezersa??kyj (53a??)"	2006_GERMANY_FS.htm
533	66000	Tunisia	Saudi Arabia	2月2日	FALSE	FALSE	GROUP STAGE	FALSE	2006	14-06-2006 (18:00 h)	18:00	Allianz Arena (M??nchen)	Germany	48.2188	11.624707	Mark Shield (AUS)	"Haggui (35a??), Bouazizi (36a??), Chedli (65a??), Chikhaoui (79a??)"	2006_GERMANY_FS.htm
534	65000	Germany	Poland	1-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	14-06-2006 (21:00 h)	21:00	Signal Iduna Park (Dortmund)	Germany	51.492502	7.451031	Luis Medina Cantalejo (SPA)	"Ballack (58a??), Odonkor (68a??), Metzelder (70a??) / Krzyn?3wek (3a??), Sobolewski (28a??), Sobolewski (75a?? > RC), Boruc (89a??)"	2006_GERMANY_FS.htm
535	50000	Ecuador	Costa Rica	3-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	15-06-2006 (15:00 h)	15:00	AOL Arena (Hamburg)	Germany	53.587128	9.8986	Coffi Codjia (BEN)	"Castillo (44a??), De la Cruz (54a??), Mora (60a??) / Luis Mar?-n (10a??), Sol?-s (28a??)"	2006_GERMANY_FS.htm
536	41000	England	Trinidad and Tobago	2-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	15-06-2006 (18:00 h)	18:00	Frankenstadion (N??rnberg)	Germany	49.416024	11.123408	Toru Kamikawa (JAP)	"Lampard (64a??) / Theobald (18a??), Whitley (19a??), Jones (45+a??), Hislop (47a??), Gray (56a??)"	2006_GERMANY_FS.htm
537	72000	Sweden	Paraguay	1-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	15-06-2006 (21:00 h)	21:00	Olympiastadion (Berlin)	Germany	52.514697	13.239499	??ubo?? Miche?? (SVK)	"Linderoth (14a??), Lu??i?? (48a??), Allb?¤ck (60a??) / Caniza (3a??), Acu?±a (51a??), N?o?±ez (54a??), Paredes (74a??), Barreto (85a??)"	2006_GERMANY_FS.htm
538	52000	Argentina	Serbia-Montenegro	6-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	16-06-2006 (15:00 h)	15:00	Arena AufSchalke (Gelsenkirchen)	Germany	51.555243	7.066457	Roberto Rosetti (ITA)	"Crespo (36a??) / Koroman (7a??), Na?? (27a??), Krstaji?? (42a??), Ke??man (RC 65a??)"	2006_GERMANY_FS.htm
539	52000	Netherlands	Ivory Coast	2月1日	FALSE	FALSE	GROUP STAGE	FALSE	2006	16-06-2006 (18:00 h)	18:00	Gottlieb-Daimler-Stadion (Stuttgart)	Germany	48.791715	9.231515	??scar Juli??n Ruiz (COL)	"Robben (34a??), Mathijsen (35a??), Van Bommel (58a??), Landzaat (90+a??) / Zokora (25a??), Drogba (41a??), Boka (66a??)"	2006_GERMANY_FS.htm
540	43000	Mexico	Angola	-	FALSE	FALSE	GROUP STAGE	FALSE	2006	16-06-2006 (21:00 h)	21:00	AWD-Arena (Hannover)	Germany	52.361572	9.71687	Shamsul Maidin (SIN)	"Pineda (59a??) / Delgado (13a??), Andr?? (44a??), Z?? Kalanga (50a??), Andr?? (79a?? > RC), Jo?￡o Ricardo (86a??)"	2006_GERMANY_FS.htm
541	48000	Portugal	Iran	2-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	17-06-2006 (15:00 h)	15:00	Waldstadion (Frankfurt am Main)	Germany	50.069555	8.646306	??ric Poulat (FRA)	"Pauleta (45+a??), Deco (48a??), Costinha (61a??) / Nekounam (20a??), Madanchi (32a??), Kaabi (73a??), Golmohammadi (88a??)"	2006_GERMANY_FS.htm
542	45000	Czech Republic	Ghana	0-2	FALSE	FALSE	GROUP STAGE	FALSE	2006	17-06-2006 (18:00 h)	18:00	RheinEnergieStadion (K??ln)	Germany	50.933525	6.87443	Horacio Marcelo Elizondo (ARG)	"Lokvenc (49a??), Ujfalu??i (RC 65a??) / O. Addo (18a??), Essien (37a??), Gyan (66a??), Boateng (75a??), Muntari (84a??), Mohamed (90+a??)"	2006_GERMANY_FS.htm
543	46000	Italy	USA	1月1日	FALSE	FALSE	GROUP STAGE	FALSE	2006	17-06-2006 (21:00 h)	21:00	Fritz-Walter-Stadion (Kaiserslautern)	Germany	49.434171	7.776807	Jorge Luis Larrionda (URU)	"Totti (5a??), De Rossi (RC 28a??), Zambrotta (70a??) / Pope (21a??), Mastroeni (RC 45a??), Pope (47a?? > RC)"	2006_GERMANY_FS.htm
544	41000	Japan	Croatia	-	FALSE	FALSE	GROUP STAGE	FALSE	2006	18-06-2006 (15:00 h)	15:00	Frankenstadion (N??rnberg)	Germany	49.416024	11.123408	Frank de Bleeckere (BEL)	"Miyamoto (21a??), Kawaguchi (42a??), Alex (72a??) / R. Kova?? (32a??), Srna (69a??)"	2006_GERMANY_FS.htm
545	66000	Brazil	Australia	2-0	FALSE	FALSE	GROUP STAGE	FALSE	2006	18-06-2006 (18:00 h)	18:00	Allianz Arena (M??nchen)	Germany	48.2188	11.624707	Markus Merk (GER)	"Cafu (29a??), Ronaldo (31a??), Robinho (83a??) / Emerton (13a??), ??ulina (39a??)"	2006_GERMANY_FS.htm
546	43000	France	South Korea	1月1日	FALSE	FALSE	GROUP STAGE	FALSE	2006	18-06-2006 (21:00 h)	21:00	Zentralstadion (Leipzig)	Germany	51.3396955	12.3730747	Benito Armando Archundia (MEX)	"Abidal (79a??), Zidane (85a??) / Lee Ho (11a??), Kim Dong-jin (29a??)"	2006_GERMANY_FS.htm
547	65000	Togo	Switzerland	0-2	FALSE	FALSE	GROUP STAGE	FALSE	2006	19-06-2006 (15:00 h)	15:00	Signal Iduna Park (Dortmund)	Germany	51.492502	7.451031	Carlos Arecio Amarilla (PAR)	"Salifou (45a??), Adebayor (47a??), Romao (53a??) / Vogel (90+a??)"	2006_GERMANY_FS.htm
548	50000	Saudi Arabia	Ukraine	0-4	FALSE	FALSE	GROUP STAGE	FALSE	2006	19-06-2006 (18:00 h)	18:00	AOL Arena (Hamburg)	Germany	53.587128	9.8986	Graham Poll (ENG)	"Dokhi (41a??), Al-Ghamdi (57a??), Kariri (73a??) / Nesmachnyj (22a??), Kalinichenko (77a??), Svidersa??kyj (89a??)"	2006_GERMANY_FS.htm
