attractions,dress,level,city,longitude,latitude
北川羌城旅游区,四川省绵阳市北川县永昌镇青片路北川羌城旅游区,5A,四川省,104.4611749,31.60979897
邓小平故里旅游区,四川省广安市广安区协兴镇牌坊社区420号邓小平故里旅游区,5A,四川省,106.6329007,30.52221998
阆中古城,四川省南充市阆中市阆水中路33号阆中古城,5A,四川省,105.9769828,31.57327698
剑门蜀道剑门关旅游景区,四川省广元市剑阁县下寺镇剑门蜀道剑门关旅游景区,5A,四川省,105.5737592,32.22649678
朱德故里景区,四川省南充市仪陇县马鞍镇朱德故里景区管理局朱德故里景区,5A,四川省,106.5979735,31.46478008
泸定海螺沟冰川森林公园,四川省甘孜州泸定县磨西镇泸定海螺沟冰川森林公园,5A,四川省,102.0115199,29.58848856
碧峰峡旅游景区,四川省雅安市雨城区碧峰峡镇碧峰峡旅游景区,5A,四川省,102.9887705,30.07516884
巴中市光雾山景区,四川省巴中市南江县光雾山镇巴中市光雾山景区,5A,四川省,106.7965601,32.69072378
甘孜州稻城亚丁景区,四川省甘孜州稻城县香格里拉镇甘孜州稻城亚丁景区,5A,四川省,100.2855493,28.46243446
贵阳市花溪青岩古镇景区,贵州省贵阳市花溪区青岩镇南门游客中心贵阳市花溪青岩古镇景区,5A,贵州省,106.6825032,26.33516694
遵义市赤水丹霞旅游区,贵州省遵义市赤水市复兴镇长江新村游客接待中心遵义市赤水丹霞旅游区,5A,贵州省,105.7010693,28.53165287
安顺市黄果树旅游景区,贵州省安顺市黄果树风景名胜区安顺市黄果树旅游景区,5A,贵州省,105.6692635,25.9833377
安顺市龙宫旅游景区,贵州省安顺市龙宫风景名胜区龙宫镇安顺市龙宫旅游景区,5A,贵州省,105.8742007,26.11027021
毕节市百里杜鹃景区,贵州省毕节市百里杜鹃风景名胜区普底乡毕节市百里杜鹃景区,5A,贵州省,105.8445908,27.23853796
铜仁市梵净山生态旅游区,贵州省江口县太平镇梵净山村铜仁市梵净山生态旅游区,5A,贵州省,108.769461,27.817111
黔东南州镇远古城旅游景区,贵州省镇远县舞阳镇西门街26号黔东南州镇远古城旅游景区,5A,贵州省,108.4284655,27.0526696
黔南州荔波樟江旅游景区,贵州省荔波县樟江东路33号黔南州荔波樟江旅游景区,5A,贵州省,107.8824745,25.42279458
昆明市石林风景名胜区,云南省昆明市昆明市石林风景名胜区,5A,云南省,103.3216953,24.81420843
丽江玉龙雪山景区,云南省丽江市丽江玉龙雪山景区,5A,云南省,100.2248669,26.85814494
大理崇圣寺三塔文化旅游区,云南省大理州大理崇圣寺三塔文化旅游区,5A,云南省,100.1421309,25.70729146
丽江古城景区,云南省丽江市丽江古城景区,5A,云南省,100.2248662,26.88064106
中国科学院西双版纳热带植物园景区,云南省西双版纳州中国科学院西双版纳热带植物园景区,5A,云南省,101.2550829,21.92828479
迪庆香格里拉普达措景区,云南省迪庆州迪庆香格里拉普达措景区,5A,云南省,99.70479728,27.82674729
腾冲火山热海旅游区,云南省保山市腾冲火山热海旅游区,5A,云南省,98.4401488,24.95007866
昆明世博园旅游区,云南省昆明市昆明世博园旅游区,5A,云南省,102.7569348,25.0789405
普者黑旅游景区,云南省文山州普者黑旅游景区,5A,云南省,104.1299724,24.11826083
布达拉宫,西藏拉萨市城关区北京中路宫前巷35号布达拉宫,5A,西藏自治区,91.11376616,29.65622295
大昭寺,西藏拉萨市城关区八角街大昭寺,5A,西藏自治区,91.13142246,29.65295527
扎什伦布寺景区,西藏日喀则市桑珠孜区市城扎什伦布寺景区,5A,西藏自治区,88.86994393,29.26849816
巴松措风景旅游区,西藏工布江达县错高乡巴松措风景旅游区,5A,西藏自治区,98.21758589,31.50176413
雅鲁藏布大峡谷景区,西藏米林县派镇雅鲁藏布大峡谷景区,5A,西藏自治区,94.87966116,29.51476897
秦始皇帝陵博物院,陕西省西安市临潼区秦始皇帝陵博物院,5A,陕西省,109.2791883,34.38479757
陕西华清宫文化旅游景区,陕西省西安市临潼区华清路038号陕西华清宫文化旅游景区,5A,陕西省,109.2064904,34.36592383
西安大雁塔-大唐芙蓉园景区,陕西省西安市曲江新区芙蓉西路99号西安大雁塔-大唐芙蓉园景区,5A,陕西省,108.9708899,34.21093786
西安城墙·碑林历史文化景区,陕西省西安市碑林区西安城墙·碑林历史文化景区,5A,陕西省,108.9435698,34.25321804
大明宫国家遗址公园,陕西省未央区自强东路585号大明宫国家遗址公园,5A,陕西省,108.95112,34.30135561
法门文化景区,陕西省宝鸡市扶风县法门镇法门文化景区,5A,陕西省,107.8971237,34.43618182
太白山旅游景区,陕西省宝鸡市眉县汤峪镇太白山旅游景区,5A,陕西省,107.9042409,34.13454831
华山景区,陕西省渭南市华阴市玉泉路南段华山景区,5A,陕西省,110.0758048,34.53168739
黄帝陵景区,陕西省延安市黄陵县东关179号黄帝陵景区,5A,陕西省,109.2645576,35.58589829
延安革命纪念地景区,陕西省延安市宝塔区宝塔山路宝塔山景区延安革命纪念地景区,5A,陕西省,109.4919677,36.5933745
金丝峡景区,陕西省商洛市商南县金丝峡镇庙台子村金丝峡景区,5A,陕西省,110.5728266,33.45320265
嘉峪关文物景区,甘肃省嘉峪关市峪泉镇嘉峪关文物景区,5A,甘肃省,98.22620043,39.80326223
麦积山景区,甘肃省?麦积区麦积镇麦积山景区,5A,甘肃省,105.9981856,34.36652167
张掖七彩丹霞景区,甘肃省甘肃省张掖市临泽县倪家营镇南台村丹霞快速通道1号张掖七彩丹霞景区,5A,甘肃省,100.0645891,38.97507665
国家重点风景名胜区崆峒山,甘肃省崆峒区城西12公里国家重点风景名胜区崆峒山,5A,甘肃省,106.4936609,35.55097074
敦煌鸣沙山·月牙泉景区,甘肃省甘肃省酒泉市敦煌市月牙泉镇鸣沙山月牙泉风景区敦煌鸣沙山·月牙泉景区,5A,甘肃省,94.67772102,40.08795593
永靖县炳灵寺世界文化遗产旅游区,甘肃省永靖县刘家峡镇红柳村永靖县炳灵寺世界文化遗产旅游区,5A,甘肃省,103.3465345,35.94761043
青海湖景区,青海省青藏公路距西宁151公里处青海湖景区,5A,青海省,101.7567287,36.59424041
塔尔寺旅游区,青海省西宁市湟中县鲁沙尔镇塔尔寺旅游区,5A,青海省,101.5661797,36.48814283
互助土族故土园旅游区,青海省海东市互助县威远镇北大街1号互助土族故土园旅游区,5A,青海省,101.9575077,36.84428018
海北州阿咪东索景区,青海省距离祁连县城9公里海北州阿咪东索景区,5A,青海省,100.3192937,38.09848183
镇北堡西部影城,宁夏银川市镇北堡西部影城,5A,宁夏回族自治区,106.0670379,38.61476161
沙湖旅游区,宁夏石嘴山市沙湖旅游区,5A,宁夏回族自治区,106.3569744,38.80098696
水洞沟旅游区,宁夏银川市水洞沟旅游区,5A,宁夏回族自治区,106.5233422,38.27417919
沙坡头旅游景区,宁夏中卫市沙坡头旅游景区,5A,宁夏回族自治区,104.9986465,37.47658102
伊犁哈萨克自治州那拉提旅游风景区,新疆伊犁哈萨克自治州新源县伊犁哈萨克自治州那拉提旅游风景区,5A,新疆维吾尔族自治区,84.02340693,43.3179888
喀拉峻景区,新疆伊犁哈萨克自治州特克斯县喀拉峻景区,5A,新疆维吾尔族自治区,82.14624945,43.12927092
喀纳斯景区,新疆阿勒泰地区布尔津县喀纳斯景区,5A,新疆维吾尔族自治区,87.12855073,48.50624269
可可托海景区,新疆阿勒泰地区富蕴县可可托海景区,5A,新疆维吾尔族自治区,89.87957382,47.22095739
天山天池风景区,新疆昌吉回族自治州阜康市天山天池风景区,5A,新疆维吾尔族自治区,88.12599732,43.88008599
乌鲁木齐天山大峡谷,新疆乌鲁木齐市乌鲁木齐县乌鲁木齐天山大峡谷,5A,新疆维吾尔族自治区,87.43844185,43.49178898
葡萄沟景区,新疆吐鲁番市示范区葡萄沟景区,5A,新疆维吾尔族自治区,89.23470428,42.96514124
博斯腾湖景区（大河口）,新疆巴音郭楞蒙古自治州博湖县博斯腾湖景区（大河口）,5A,新疆维吾尔族自治区,86.73132792,41.90730042
巴音布鲁克景区,新疆巴音郭楞蒙古自治州和静县巴音布鲁克景区,5A,新疆维吾尔族自治区,84.78846694,42.58706133
喀什古城景区,新疆喀什地区喀什市喀什古城景区,5A,新疆维吾尔族自治区,75.9901746,39.47708504
泽普县金湖杨景区,新疆喀什地区泽普县泽普县金湖杨景区,5A,新疆维吾尔族自治区,77.25729231,38.18473633
帕米尔旅游区,新疆喀什地区塔什库尔干县帕米尔旅游区,5A,新疆维吾尔族自治区,75.19923726,37.79525275
